 0.0160d0      0.00000000d+00    0.00000000d+00
 0.0480d0      0.00000000d+00    0.00000000d+00
 0.0800d0      0.00000000d+00    0.00000000d+00
 0.1120d0      0.00000000d+00    0.00000000d+00
 0.1440d0      0.00000000d+00    0.00000000d+00
 0.1760d0      0.00000000d+00    0.00000000d+00
 0.2080d0      0.00000000d+00    0.00000000d+00
 0.2400d0      0.00000000d+00    0.00000000d+00
 0.2720d0      0.00000000d+00    0.00000000d+00
 0.3040d0      0.15132624d-03    0.10125637d-03
 0.3360d0      0.26571774d-03    0.16172597d-03
 0.3680d0      0.23137160d-03    0.13610773d-03
 0.4000d0      0.34677074d-03    0.19840423d-03
 0.4320d0      0.65482908d-03    0.33050348d-03
 0.4640d0      0.81452314d-03    0.38250099d-03
 0.4960d0      0.10008191d-02    0.43485314d-03
 0.5280d0      0.13794719d-02    0.50708553d-03
 0.5600d0      0.17336345d-02    0.57586894d-03
 0.5920d0      0.24119250d-02    0.66711113d-03
 0.6240d0      0.31996933d-02    0.79979858d-03
 0.6560d0      0.40097074d-02    0.89798128d-03
 0.6880d0      0.50471267d-02    0.97072165d-03
 0.7200d0      0.68473443d-02    0.11602562d-02
 0.7520d0      0.91628041d-02    0.13171991d-02
 0.7840d0      0.12246934d-01    0.14813360d-02
 0.8160d0      0.15285932d-01    0.15695968d-02
 0.8480d0      0.18974811d-01    0.16319422d-02
 0.8800d0      0.23635566d-01    0.16918024d-02
 0.9120d0      0.26459122d-01    0.16121350d-02
 0.9440d0      0.29534334d-01    0.16876416d-02
 0.9760d0      0.31766690d-01    0.19210231d-02
 1.0080d0      0.35136312d-01    0.23856028d-02
 1.0400d0      0.36983185d-01    0.27964208d-02
 1.0720d0      0.39015263d-01    0.30821178d-02
 1.1040d0      0.39871294d-01    0.29238984d-02
 1.1360d0      0.41476302d-01    0.26496483d-02
 1.1680d0      0.43165412d-01    0.23581688d-02
 1.2000d0      0.44356171d-01    0.20899829d-02
 1.2320d0      0.44990651d-01    0.19727298d-02
 1.2640d0      0.46248868d-01    0.19793804d-02
 1.2960d0      0.45755696d-01    0.19480425d-02
 1.3280d0      0.45748200d-01    0.20202333d-02
 1.3600d0      0.45969732d-01    0.20657291d-02
 1.3920d0      0.46332996d-01    0.21689907d-02
 1.4240d0      0.45072097d-01    0.21737861d-02
 1.4560d0      0.44636142d-01    0.23406842d-02
 1.4880d0      0.45560792d-01    0.24298117d-02
 1.5200d0      0.44094980d-01    0.24387040d-02
 1.5520d0      0.42763416d-01    0.24179679d-02
 1.5840d0      0.41013919d-01    0.22060922d-02
 1.6160d0      0.40544733d-01    0.22611788d-02
 1.6480d0      0.39670661d-01    0.22123421d-02
 1.6800d0      0.37644025d-01    0.20860713d-02
 1.7120d0      0.36533110d-01    0.21926190d-02
 1.7440d0      0.35603289d-01    0.22323935d-02
 1.7760d0      0.34105245d-01    0.22354457d-02
 1.8080d0      0.31572111d-01    0.21117232d-02
 1.8400d0      0.29921729d-01    0.21097302d-02
 1.8720d0      0.29220702d-01    0.22573560d-02
 1.9040d0      0.26885351d-01    0.22140804d-02
 1.9360d0      0.25826590d-01    0.23473867d-02
 1.9680d0      0.25353231d-01    0.25096468d-02
 2.0000d0      0.24302736d-01    0.25733761d-02
 2.0320d0      0.23474813d-01    0.24675203d-02
 2.0640d0      0.23173636d-01    0.24391855d-02
 2.0960d0      0.23464845d-01    0.24353988d-02
 2.1280d0      0.22310022d-01    0.24061685d-02
 2.1600d0      0.22942169d-01    0.27036096d-02
 2.1920d0      0.22148618d-01    0.25715332d-02
 2.2240d0      0.22750231d-01    0.30619954d-02
 2.2560d0      0.22579022d-01    0.30700655d-02
 2.2880d0      0.21237073d-01    0.31910487d-02
 2.3200d0      0.22729812d-01    0.34306846d-02
 2.3520d0      0.23187468d-01    0.37856600d-02
 2.3840d0      0.21355895d-01    0.35403781d-02
 2.4160d0      0.23391245d-01    0.45641088d-02
 2.4480d0      0.23378091d-01    0.48290463d-02
 2.4800d0      0.19973420d-01    0.43754415d-02
 2.5120d0      0.19365881d-01    0.44663986d-02
 2.5440d0      0.20457910d-01    0.52550025d-02
 2.5760d0      0.20376287d-01    0.59456965d-02
 2.6080d0      0.21401756d-01    0.67218537d-02
 2.6400d0      0.22805791d-01    0.76873261d-02
 2.6720d0      0.22782940d-01    0.82684914d-02
 2.7040d0      0.21950815d-01    0.82784249d-02
 2.7360d0      0.22920087d-01    0.94817216d-02
 2.7680d0      0.22999974d-01    0.10116657d-01
 2.8000d0      0.20723211d-01    0.99953916d-02
 2.8320d0      0.20671345d-01    0.10867854d-01
 2.8640d0      0.20310769d-01    0.10882617d-01
 2.8960d0      0.25497181d-01    0.15864497d-01
 2.9280d0      0.21997033d-01    0.12346732d-01
 2.9600d0      0.18685969d-01    0.13899996d-01
 2.9920d0      0.24158517d-01    0.16073486d-01
 3.0240d0      0.20046201d-01    0.14300051d-01
 3.0560d0      0.26993090d-01    0.16933484d-01
 3.0880d0      0.70078157d-01    0.49303491d-01
 3.1200d0      0.00000000d+00    0.00000000d+00
