numS,alpha,alphaErr,aGGInv,aGGinvErr,rhoVpA,rhoVpAErr,cVpA,cVpAErr,chi,chiDof,edm,sSet,weight
1,0.323997098880328,0.0303775125883862,0.021,0,-0.309808075633634,0.982138449137207,-0.0505922658751322,4.65125771184374,1.78518717742245e-08,-8.92593588711225e-09,1.78340073040534e-08,[3.1572314596],1
